updated,A0,A1,A2,A3,A4,A5
11:06:40,6.967,5.889,4.763,0.000,0.000,7.998
11:06:32,6.623,5.557,4.941,0.000,0.000,8.033
11:06:24,6.991,5.699,4.929,0.000,0.000,8.010
11:06:16,6.706,5.462,4.739,0.000,0.000,7.998
11:06:08,6.635,5.557,4.538,0.000,0.000,8.010
11:06:00,6.754,5.273,4.491,0.000,0.000,7.998
11:05:52,6.623,5.130,4.443,0.000,0.000,8.010
11:05:44,6.434,6.007,5.213,0.000,0.000,8.010
11:05:36,6.920,5.486,4.467,0.000,0.000,8.033
11:05:28,6.659,5.936,4.751,0.000,0.000,7.998
11:05:19,6.991,5.604,4.739,0.000,0.000,8.022
11:05:12,6.789,5.498,4.562,0.000,0.000,7.986
11:05:04,6.837,5.593,4.799,0.000,0.000,8.022
11:04:56,6.730,5.593,4.787,0.000,0.000,7.998
11:04:47,6.695,5.545,4.503,0.000,0.000,8.010
11:04:39,6.742,5.427,4.550,0.000,0.000,8.022
11:04:31,6.849,5.190,4.929,0.000,0.000,8.010
