updated,A5,A4,A3,A2,A1,A0
01/10/2021 23:53:27,7.098,0.143,0.000,0.000,0.000,2.493
01/10/2021 23:53:22,7.110,0.119,0.000,0.000,0.000,2.493
01/10/2021 23:53:17,7.110,0.131,0.000,0.000,0.000,2.546
01/10/2021 23:53:12,7.156,0.143,0.000,0.000,0.000,2.659
01/10/2021 23:53:07,7.168,0.155,0.000,0.000,0.000,2.664
01/10/2021 23:53:02,7.168,0.143,0.000,0.000,0.000,2.537
01/10/2021 23:52:57,7.168,0.131,0.000,0.000,0.000,2.615
01/10/2021 23:52:52,7.205,0.131,0.000,0.000,0.000,2.620
01/10/2021 23:52:47,7.205,0.119,0.000,0.000,0.000,2.537
01/10/2021 23:52:42,7.239,0.155,0.000,0.000,0.000,2.542
01/10/2021 23:52:37,7.227,0.155,0.000,0.000,0.000,2.595
01/10/2021 23:52:32,7.239,0.155,0.000,0.000,0.000,2.683
01/10/2021 23:52:27,7.239,0.155,0.000,0.000,0.000,2.615
01/10/2021 23:52:22,7.227,0.143,0.000,0.000,0.000,2.678
01/10/2021 23:52:17,7.227,0.155,0.000,0.000,0.000,2.693
01/10/2021 23:52:12,7.217,0.155,0.000,0.000,0.000,2.595
01/10/2021 23:52:07,7.239,0.143,0.000,0.000,0.000,2.571
01/10/2021 23:52:02,7.251,0.143,0.000,0.000,0.000,2.590
01/10/2021 23:51:57,7.312,0.131,0.000,0.000,0.000,2.664
01/10/2021 23:51:52,7.287,0.131,0.000,0.000,0.000,2.561
01/10/2021 23:51:47,7.299,0.155,0.000,0.000,0.000,2.605
01/10/2021 23:51:42,7.239,0.155,0.000,0.000,0.000,2.556
01/10/2021 23:51:37,7.287,0.143,0.000,0.000,0.000,2.708
01/10/2021 23:51:32,7.287,0.131,0.000,0.000,0.000,2.488
01/10/2021 23:51:27,7.287,0.155,0.000,0.000,0.000,2.630
01/10/2021 23:51:22,7.263,0.131,0.000,0.000,0.000,2.527
01/10/2021 23:51:17,7.227,0.131,0.000,0.000,0.000,2.551
01/10/2021 23:51:12,7.239,0.143,0.000,0.000,0.000,2.522
01/10/2021 23:51:07,7.227,0.155,0.000,0.000,0.000,2.610
01/10/2021 23:51:02,7.239,0.165,0.000,0.000,0.000,2.610
01/10/2021 23:50:57,7.205,0.131,0.000,0.000,0.000,2.542
01/10/2021 23:50:52,7.181,0.155,0.000,0.000,0.000,2.669
01/10/2021 23:50:47,7.181,0.155,0.000,0.000,0.000,2.532
01/10/2021 23:50:42,7.205,0.143,0.000,0.000,0.000,2.581
01/10/2021 23:50:37,7.168,0.155,0.000,0.000,0.000,2.659
01/10/2021 23:50:32,7.168,0.131,0.000,0.000,0.000,2.527
01/10/2021 23:50:27,7.120,0.131,0.000,0.000,0.000,2.576
01/10/2021 23:50:22,7.193,0.131,0.000,0.000,0.000,2.527
01/10/2021 23:50:17,7.193,0.155,0.000,0.000,0.000,2.532
01/10/2021 23:50:12,7.168,0.131,0.000,0.000,0.000,2.527
01/10/2021 23:50:07,7.144,0.165,0.000,0.000,0.000,2.512
01/10/2021 23:50:02,7.156,0.131,0.000,0.000,0.000,2.527
01/10/2021 23:49:57,7.168,0.155,0.000,0.000,0.000,2.473
01/10/2021 23:49:52,7.144,0.155,0.000,0.000,0.000,2.595
01/10/2021 23:49:47,7.181,0.155,0.000,0.000,0.000,2.674
01/10/2021 23:49:42,7.168,0.155,0.000,0.000,0.000,2.527
01/10/2021 23:49:37,7.193,0.155,0.000,0.000,0.000,2.600
01/10/2021 23:49:32,7.181,0.155,0.000,0.000,0.000,2.522
01/10/2021 23:49:27,7.193,0.155,0.000,0.000,0.000,2.537
01/10/2021 23:49:22,7.205,0.143,0.000,0.000,0.000,2.517
01/10/2021 23:49:17,7.181,0.155,0.000,0.000,0.000,2.634
01/10/2021 23:49:12,7.193,0.155,0.000,0.000,0.000,2.610
01/10/2021 23:49:07,7.193,0.155,0.000,0.000,0.000,2.693
01/10/2021 23:49:02,7.217,0.143,0.000,0.000,0.000,2.586
01/10/2021 23:48:57,7.217,0.119,0.000,0.000,0.000,2.708
01/10/2021 23:48:52,7.205,0.143,0.000,0.000,0.000,2.703
01/10/2021 23:48:47,7.227,0.155,0.000,0.000,0.000,2.610
01/10/2021 23:48:42,7.251,0.155,0.000,0.000,0.000,2.615
01/10/2021 23:48:37,7.227,0.131,0.000,0.000,0.000,2.532
01/10/2021 23:48:32,7.251,0.155,0.000,0.000,0.000,2.556
01/10/2021 23:48:27,7.263,0.143,0.000,0.000,0.000,2.556
01/10/2021 23:48:22,7.251,0.131,0.000,0.000,0.000,2.586
01/10/2021 23:48:17,7.275,0.155,0.000,0.000,0.000,2.561
01/10/2021 23:48:12,7.312,0.155,0.000,0.000,0.000,2.649
01/10/2021 23:48:07,7.287,0.155,0.000,0.000,0.000,2.581
01/10/2021 23:48:02,7.312,0.155,0.000,0.000,0.000,2.634
01/10/2021 23:47:57,7.324,0.155,0.000,0.000,0.000,2.610
01/10/2021 23:47:52,7.287,0.131,0.000,0.000,0.000,2.590
01/10/2021 23:47:47,7.324,0.155,0.000,0.000,0.000,2.693
01/10/2021 23:47:42,7.358,0.155,0.000,0.000,0.000,2.727
01/10/2021 23:47:37,7.333,0.155,0.000,0.000,0.000,2.556
01/10/2021 23:47:32,7.333,0.155,0.000,0.000,0.000,2.693
01/10/2021 23:47:27,7.345,0.155,0.000,0.000,0.000,2.634
01/10/2021 23:47:22,7.358,0.155,0.000,0.000,0.000,2.595
01/10/2021 23:47:17,7.333,0.155,0.000,0.000,0.000,2.615
01/10/2021 23:47:12,7.345,0.155,0.000,0.000,0.000,2.713
01/10/2021 23:47:07,7.358,0.143,0.000,0.000,0.000,2.639
01/10/2021 23:47:02,7.382,0.155,0.000,0.000,0.000,2.698
01/10/2021 23:46:57,7.406,0.155,0.000,0.000,0.000,2.664
01/10/2021 23:46:52,7.440,0.155,0.000,0.000,0.000,2.683
01/10/2021 23:46:47,7.418,0.155,0.000,0.000,0.000,2.781
01/10/2021 23:46:42,7.418,0.155,0.000,0.000,0.000,2.674
01/10/2021 23:46:37,7.440,0.165,0.000,0.000,0.000,2.674
01/10/2021 23:46:32,7.440,0.155,0.000,0.000,0.000,2.757
01/10/2021 23:46:27,7.452,0.155,0.000,0.000,0.000,2.693
01/10/2021 23:46:22,7.440,0.165,0.000,0.000,0.000,2.703
01/10/2021 23:46:17,7.452,0.155,0.000,0.000,0.000,2.615
01/10/2021 23:46:12,7.452,0.155,0.000,0.000,0.000,2.717
01/10/2021 23:46:07,7.488,0.155,0.000,0.000,0.000,2.771
01/10/2021 23:46:02,7.547,0.155,0.000,0.000,0.000,2.830
01/10/2021 23:45:57,7.525,0.155,0.000,0.000,0.000,2.703
01/10/2021 23:45:52,7.488,0.155,0.000,0.000,0.000,2.815
01/10/2021 23:45:47,7.537,0.165,0.000,0.000,0.000,2.791
01/10/2021 23:45:42,7.537,0.155,0.000,0.000,0.000,2.654
01/10/2021 23:45:37,7.537,0.131,0.000,0.000,0.000,2.786
01/10/2021 23:45:32,7.547,0.143,0.000,0.000,0.000,2.693
01/10/2021 23:45:27,7.525,0.155,0.000,0.000,0.000,2.830
01/10/2021 23:45:22,7.547,0.155,0.000,0.000,0.000,2.820
01/10/2021 23:45:17,7.547,0.155,0.000,0.000,0.000,2.805
01/10/2021 23:45:12,7.559,0.155,0.000,0.000,0.000,2.669
01/10/2021 23:45:07,7.571,0.155,0.000,0.000,0.000,2.674
01/10/2021 23:45:02,7.571,0.143,0.000,0.000,0.000,2.761
01/10/2021 23:44:57,7.559,0.131,0.000,0.000,0.000,2.835
01/10/2021 23:44:52,7.583,0.155,0.000,0.000,0.000,2.845
01/10/2021 23:44:47,7.607,0.155,0.000,0.000,0.000,2.801
01/10/2021 23:44:42,7.607,0.155,0.000,0.000,0.000,2.849
01/10/2021 23:44:37,7.641,0.155,0.000,0.000,0.000,2.742
01/10/2021 23:44:32,7.619,0.155,0.000,0.000,0.000,2.693
01/10/2021 23:44:27,7.619,0.131,0.000,0.000,0.000,2.654
01/10/2021 23:44:22,7.607,0.155,0.000,0.000,0.000,2.654
01/10/2021 23:44:16,7.595,0.155,0.000,0.000,0.000,2.737
01/10/2021 23:44:12,7.619,0.131,0.000,0.000,0.000,2.674
01/10/2021 23:44:07,7.607,0.165,0.000,0.000,0.000,2.693
01/10/2021 23:44:02,7.583,0.155,0.000,0.000,0.000,2.654
01/10/2021 23:43:57,7.583,0.155,0.000,0.000,0.000,2.747
01/10/2021 23:43:52,7.595,0.131,0.000,0.000,0.000,2.678
01/10/2021 23:43:47,7.537,0.155,0.000,0.000,0.000,2.703
01/10/2021 23:43:42,7.547,0.155,0.000,0.000,0.000,2.664
01/10/2021 23:43:37,7.488,0.155,0.000,0.000,0.000,2.630
01/10/2021 23:43:32,7.513,0.155,0.000,0.000,0.000,2.674
01/10/2021 23:43:27,7.464,0.155,0.000,0.000,0.000,2.669
01/10/2021 23:43:22,7.418,0.165,0.000,0.000,0.000,2.683
01/10/2021 23:43:17,7.418,0.131,0.000,0.000,0.000,2.605
01/10/2021 23:43:12,7.406,0.131,0.000,0.000,0.000,2.605
01/10/2021 23:43:07,7.382,0.131,0.000,0.000,0.000,2.776
01/10/2021 23:43:02,7.382,0.155,0.000,0.000,0.000,2.693
01/10/2021 23:42:57,7.358,0.131,0.000,0.000,0.000,2.761
01/10/2021 23:42:52,7.345,0.143,0.000,0.000,0.000,2.595
01/10/2021 23:42:47,7.333,0.165,0.000,0.000,0.000,2.717
01/10/2021 23:42:42,7.333,0.155,0.000,0.000,0.000,2.639
01/10/2021 23:42:37,7.324,0.155,0.000,0.000,0.000,2.610
01/10/2021 23:42:32,7.324,0.165,0.000,0.000,0.000,2.630
01/10/2021 23:42:27,7.312,0.165,0.000,0.000,0.000,2.737
01/10/2021 23:42:22,7.299,0.155,0.000,0.000,0.000,2.610
01/10/2021 23:42:17,7.358,0.131,0.000,0.000,0.000,2.639
01/10/2021 23:42:12,7.312,0.155,0.000,0.000,0.000,2.600
01/10/2021 23:42:07,7.312,0.155,0.000,0.000,0.000,2.732
01/10/2021 23:42:02,7.275,0.155,0.000,0.000,0.000,2.698
01/10/2021 23:41:57,7.287,0.155,0.000,0.000,0.000,2.659
01/10/2021 23:41:52,7.299,0.143,0.000,0.000,0.000,2.571
01/10/2021 23:41:47,7.287,0.143,0.000,0.000,0.000,2.630
01/10/2021 23:41:42,7.251,0.155,0.000,0.000,0.000,2.703
01/10/2021 23:41:37,7.263,0.165,0.000,0.000,0.000,2.556
01/10/2021 23:41:32,7.263,0.131,0.000,0.000,0.000,2.581
01/10/2021 23:41:27,7.263,0.165,0.000,0.000,0.000,2.590
01/10/2021 23:41:22,7.275,0.155,0.000,0.000,0.000,2.605
01/10/2021 23:41:17,7.263,0.155,0.000,0.000,0.000,2.630
01/10/2021 23:41:12,7.263,0.165,0.000,0.000,0.000,2.546
01/10/2021 23:41:07,7.263,0.155,0.000,0.000,0.000,2.507
01/10/2021 23:41:02,7.227,0.155,0.000,0.000,0.000,2.576
01/10/2021 23:40:57,7.275,0.165,0.000,0.000,0.000,2.556
01/10/2021 23:40:52,7.205,0.155,0.000,0.000,0.000,2.590
01/10/2021 23:40:47,7.205,0.165,0.000,0.000,0.000,2.488
01/10/2021 23:40:42,7.239,0.155,0.000,0.000,0.000,2.600
01/10/2021 23:40:37,7.227,0.165,0.000,0.000,0.000,2.615
01/10/2021 23:40:32,7.227,0.155,0.000,0.000,0.000,2.683
01/10/2021 23:40:27,7.205,0.131,0.000,0.000,0.000,2.551
01/10/2021 23:40:22,7.239,0.155,0.000,0.000,0.000,2.669
01/10/2021 23:40:17,7.217,0.155,0.000,0.000,0.000,2.576
01/10/2021 23:40:12,7.193,0.155,0.000,0.000,0.000,2.654
01/10/2021 23:40:07,7.217,0.155,0.000,0.000,0.000,2.576
01/10/2021 23:40:02,7.239,0.131,0.000,0.000,0.000,2.683
01/10/2021 23:39:57,7.217,0.131,0.000,0.000,0.000,2.537
01/10/2021 23:39:52,7.251,0.165,0.000,0.000,0.000,2.654
01/10/2021 23:39:47,7.263,0.131,0.000,0.000,0.000,2.615
01/10/2021 23:39:42,7.251,0.155,0.000,0.000,0.000,2.551
01/10/2021 23:39:37,7.251,0.155,0.000,0.000,0.000,2.713
01/10/2021 23:39:32,7.275,0.155,0.000,0.000,0.000,2.722
01/10/2021 23:39:27,7.299,0.155,0.000,0.000,0.000,2.708
01/10/2021 23:39:22,7.333,0.131,0.000,0.000,0.000,2.610
01/10/2021 23:39:17,7.345,0.155,0.000,0.000,0.000,2.639
01/10/2021 23:39:12,7.382,0.155,0.000,0.000,0.000,2.654
01/10/2021 23:39:07,7.345,0.155,0.000,0.000,0.000,2.747
01/10/2021 23:39:02,7.324,0.155,0.000,0.000,0.000,2.732
01/10/2021 23:38:57,7.345,0.165,0.000,0.000,0.000,2.747
01/10/2021 23:38:52,7.382,0.131,0.000,0.000,0.000,2.649
01/10/2021 23:38:47,7.418,0.155,0.000,0.000,0.000,2.610
01/10/2021 23:38:42,7.418,0.155,0.000,0.000,0.000,2.678
01/10/2021 23:38:37,7.394,0.155,0.000,0.000,0.000,2.732
01/10/2021 23:38:32,7.430,0.143,0.000,0.000,0.000,2.639
01/10/2021 23:38:27,7.406,0.165,0.000,0.000,0.000,2.620
01/10/2021 23:38:22,7.452,0.155,0.000,0.000,0.000,2.703
01/10/2021 23:38:17,7.452,0.155,0.000,0.000,0.000,2.713
01/10/2021 23:38:12,7.406,0.143,0.000,0.000,0.000,2.766
01/10/2021 23:38:07,7.370,0.155,0.000,0.000,0.000,2.615
01/10/2021 23:38:02,7.430,0.155,0.000,0.000,0.000,2.757
01/10/2021 23:37:57,7.430,0.155,0.000,0.000,0.000,2.600
01/10/2021 23:37:52,7.406,0.155,0.000,0.000,0.000,2.644
01/10/2021 23:37:47,7.370,0.155,0.000,0.000,0.000,2.625
01/10/2021 23:37:42,7.382,0.155,0.000,0.000,0.000,2.674
01/10/2021 23:37:37,7.406,0.165,0.000,0.000,0.000,2.605
01/10/2021 23:37:32,7.382,0.165,0.000,0.000,0.000,2.586
01/10/2021 23:37:27,7.406,0.155,0.000,0.000,0.000,2.649
01/10/2021 23:37:22,7.370,0.155,0.000,0.000,0.000,2.761
01/10/2021 23:37:17,7.382,0.155,0.000,0.000,0.000,2.605
01/10/2021 23:37:12,7.418,0.165,0.000,0.000,0.000,2.747
01/10/2021 23:37:07,7.418,0.155,0.000,0.000,0.000,2.747
01/10/2021 23:37:02,7.418,0.155,0.000,0.000,0.000,2.664
01/10/2021 23:36:57,7.394,0.131,0.000,0.000,0.000,2.600
01/10/2021 23:36:52,7.394,0.155,0.000,0.000,0.000,2.586
01/10/2021 23:36:47,7.382,0.155,0.000,0.000,0.000,2.669
01/10/2021 23:36:42,7.370,0.155,0.000,0.000,0.000,2.766
01/10/2021 23:36:37,7.406,0.155,0.000,0.000,0.000,2.634
01/10/2021 23:36:32,7.370,0.155,0.000,0.000,0.000,2.586
01/10/2021 23:36:27,7.382,0.155,0.000,0.000,0.000,2.757
01/10/2021 23:36:22,7.394,0.155,0.000,0.000,0.000,2.737
01/10/2021 23:36:17,7.418,0.131,0.000,0.000,0.000,2.717
01/10/2021 23:36:12,7.440,0.131,0.000,0.000,0.000,2.600
01/10/2021 23:36:07,7.452,0.165,0.000,0.000,0.000,2.625
01/10/2021 23:36:02,7.440,0.155,0.000,0.000,0.000,2.683
01/10/2021 23:35:57,7.440,0.155,0.000,0.000,0.000,2.581
01/10/2021 23:35:52,7.406,0.165,0.000,0.000,0.000,2.590
01/10/2021 23:35:47,7.370,0.155,0.000,0.000,0.000,2.615
01/10/2021 23:35:42,7.394,0.165,0.000,0.000,0.000,2.522
01/10/2021 23:35:37,7.382,0.165,0.000,0.000,0.000,2.693
01/10/2021 23:35:32,7.345,0.155,0.000,0.000,0.000,2.595
01/10/2021 23:35:27,7.370,0.155,0.000,0.000,0.000,2.717
01/10/2021 23:35:22,7.345,0.155,0.000,0.000,0.000,2.727
01/10/2021 23:35:17,7.345,0.131,0.000,0.000,0.000,2.600
01/10/2021 23:35:12,7.333,0.131,0.000,0.000,0.000,2.590
01/10/2021 23:35:07,7.345,0.155,0.000,0.000,0.000,2.737
01/10/2021 23:35:02,7.382,0.155,0.000,0.000,0.000,2.605
01/10/2021 23:34:57,7.382,0.131,0.000,0.000,0.000,2.586
01/10/2021 23:34:52,7.345,0.155,0.000,0.000,0.000,2.727
01/10/2021 23:34:47,7.333,0.155,0.000,0.000,0.000,2.757
01/10/2021 23:34:42,7.333,0.155,0.000,0.000,0.000,2.678
01/10/2021 23:34:37,7.370,0.155,0.000,0.000,0.000,2.678
01/10/2021 23:34:32,7.394,0.155,0.000,0.000,0.000,2.610
01/10/2021 23:34:27,7.382,0.165,0.000,0.000,0.000,2.605
01/10/2021 23:34:22,7.370,0.155,0.000,0.000,0.000,2.752
01/10/2021 23:34:17,7.418,0.155,0.000,0.000,0.000,2.610
01/10/2021 23:34:12,7.418,0.155,0.000,0.000,0.000,2.605
01/10/2021 23:34:07,7.406,0.155,0.000,0.000,0.000,2.688
01/10/2021 23:34:02,7.430,0.131,0.000,0.000,0.000,2.649
01/10/2021 23:33:57,7.430,0.165,0.000,0.000,0.000,2.659
01/10/2021 23:33:52,7.430,0.165,0.000,0.000,0.000,2.610
01/10/2021 23:33:47,7.430,0.155,0.000,0.000,0.000,2.634
01/10/2021 23:33:42,7.452,0.143,0.000,0.000,0.000,2.683
01/10/2021 23:33:37,7.418,0.155,0.000,0.000,0.000,2.664
01/10/2021 23:33:32,7.406,0.155,0.000,0.000,0.000,2.639
01/10/2021 23:33:27,7.406,0.165,0.000,0.000,0.000,2.625
01/10/2021 23:33:22,7.452,0.165,0.000,0.000,0.000,2.625
01/10/2021 23:33:17,7.464,0.155,0.000,0.000,0.000,2.664
01/10/2021 23:33:12,7.464,0.165,0.000,0.000,0.000,2.771
01/10/2021 23:33:07,7.440,0.155,0.000,0.000,0.000,2.708
01/10/2021 23:33:02,7.476,0.165,0.000,0.000,0.000,2.561
01/10/2021 23:32:57,7.501,0.155,0.000,0.000,0.000,2.742
01/10/2021 23:32:52,7.488,0.165,0.000,0.000,0.000,2.815
01/10/2021 23:32:47,7.488,0.155,0.000,0.000,0.000,2.757
01/10/2021 23:32:42,7.501,0.143,0.000,0.000,0.000,2.649
01/10/2021 23:32:37,7.464,0.131,0.000,0.000,0.000,2.551
01/10/2021 23:32:32,7.464,0.155,0.000,0.000,0.000,2.649
01/10/2021 23:32:27,7.464,0.155,0.000,0.000,0.000,2.581
01/10/2021 23:32:22,7.464,0.165,0.000,0.000,0.000,2.683
01/10/2021 23:32:17,7.476,0.165,0.000,0.000,0.000,2.630
01/10/2021 23:32:12,7.476,0.165,0.000,0.000,0.000,2.796
01/10/2021 23:32:07,7.464,0.155,0.000,0.000,0.000,2.776
01/10/2021 23:32:02,7.464,0.155,0.000,0.000,0.000,2.688
01/10/2021 23:31:57,7.476,0.155,0.000,0.000,0.000,2.786
01/10/2021 23:31:52,7.464,0.155,0.000,0.000,0.000,2.639
01/10/2021 23:31:47,7.476,0.165,0.000,0.000,0.000,2.639
01/10/2021 23:31:42,7.430,0.131,0.000,0.000,0.000,2.654
01/10/2021 23:31:37,7.418,0.165,0.000,0.000,0.000,2.722
01/10/2021 23:31:32,7.430,0.155,0.000,0.000,0.000,2.527
01/10/2021 23:31:27,7.440,0.165,0.000,0.000,0.000,2.766
01/10/2021 23:31:22,7.452,0.165,0.000,0.000,0.000,2.757
01/10/2021 23:31:17,7.440,0.155,0.000,0.000,0.000,2.717
01/10/2021 23:31:12,7.440,0.155,0.000,0.000,0.000,2.625
01/10/2021 23:31:07,7.476,0.155,0.000,0.000,0.000,2.713
01/10/2021 23:31:02,7.488,0.165,0.000,0.000,0.000,2.625
01/10/2021 23:30:57,7.488,0.143,0.000,0.000,0.000,2.737
01/10/2021 23:30:52,7.501,0.155,0.000,0.000,0.000,2.644
01/10/2021 23:30:47,7.537,0.165,0.000,0.000,0.000,2.752
01/10/2021 23:30:42,7.501,0.143,0.000,0.000,0.000,2.810
01/10/2021 23:30:37,7.537,0.165,0.000,0.000,0.000,2.664
01/10/2021 23:30:32,7.525,0.155,0.000,0.000,0.000,2.630
01/10/2021 23:30:27,7.476,0.131,0.000,0.000,0.000,2.669
01/10/2021 23:30:22,7.525,0.165,0.000,0.000,0.000,2.815
01/10/2021 23:30:17,7.559,0.165,0.000,0.000,0.000,2.805
01/10/2021 23:30:12,7.559,0.165,0.000,0.000,0.000,2.649
01/10/2021 23:30:07,7.547,0.155,0.000,0.000,0.000,2.737
01/10/2021 23:30:02,7.547,0.165,0.000,0.000,0.000,2.810
01/10/2021 23:29:57,7.571,0.155,0.000,0.000,0.000,2.830
01/10/2021 23:29:52,7.547,0.155,0.000,0.000,0.000,2.727
01/10/2021 23:29:47,7.537,0.155,0.000,0.000,0.000,2.649
01/10/2021 23:29:42,7.525,0.155,0.000,0.000,0.000,2.830
01/10/2021 23:29:37,7.525,0.155,0.000,0.000,0.000,2.610
01/10/2021 23:29:32,7.559,0.155,0.000,0.000,0.000,2.732
01/10/2021 23:29:27,7.571,0.155,0.000,0.000,0.000,2.747
01/10/2021 23:29:22,7.547,0.155,0.000,0.000,0.000,2.742
01/10/2021 23:29:17,7.547,0.165,0.000,0.000,0.000,2.649
01/10/2021 23:29:12,7.513,0.155,0.000,0.000,0.000,2.571
01/10/2021 23:29:07,7.559,0.155,0.000,0.000,0.000,2.683
01/10/2021 23:29:02,7.537,0.155,0.000,0.000,0.000,2.644
01/10/2021 23:28:57,7.547,0.155,0.000,0.000,0.000,2.698
01/10/2021 23:28:52,7.525,0.165,0.000,0.000,0.000,2.678
01/10/2021 23:28:47,7.547,0.155,0.000,0.000,0.000,2.737
01/10/2021 23:28:42,7.537,0.165,0.000,0.000,0.000,2.747
